cell_id,start_min,end_min,runoff_m3
R082_C114,0,30,10.518750190734863
R082_C115,0,30,9.28125
R082_C116,0,30,9.28125
R082_C117,0,30,10.518750190734863
R082_C118,0,30,11.137499809265137
R082_C119,0,30,10.518750190734863
R082_C120,0,30,11.137499809265137
R082_C121,0,30,10.518750190734863
R082_C122,0,30,11.137499809265137
R082_C123,0,30,10.518750190734863
R082_C124,0,30,3.7125000953674316
R082_C125,0,30,10.518750190734863
R082_C126,0,30,9.28125
R082_C127,0,30,10.518750190734863
R082_C128,0,30,11.137499809265137
R082_C129,0,30,9.28125
R082_C130,0,30,9.28125
R082_C131,0,30,9.28125
R082_C132,0,30,9.28125
R082_C133,0,30,9.28125
R082_C134,0,30,9.28125
R082_C135,0,30,9.28125
R083_C068,0,30,11.137499809265137
R083_C069,0,30,9.28125
R083_C070,0,30,11.137499809265137
R083_C071,0,30,9.28125
R083_C072,0,30,11.137499809265137
R083_C073,0,30,10.518750190734863
R083_C074,0,30,10.518750190734863
R083_C075,0,30,11.137499809265137
R083_C076,0,30,9.28125
R083_C077,0,30,11.137499809265137
R083_C078,0,30,10.518750190734863
R083_C079,0,30,10.518750190734863
R083_C080,0,30,10.518750190734863
R083_C081,0,30,10.518750190734863
R083_C082,0,30,11.137499809265137
R083_C083,0,30,10.518750190734863
R083_C084,0,30,10.518750190734863
R083_C085,0,30,10.518750190734863
R083_C086,0,30,9.28125
R083_C087,0,30,9.28125
R083_C088,0,30,9.28125
