interval_id,start_min,end_min,edge_id,graph_u,graph_v,graph_key,road_id,source_road_id,road_class,name,length_m,sampling_method,sampling_status,sample_cell_count,max_depth_m,mean_depth_m,p90_depth_m,fraction_gt_0m,fraction_gt_0_02m,fraction_gt_0_10m,fraction_gt_0_30m,flood_risk,flood_risk_rank,risk_policy,is_passable,passability_status,passability_policy
000_030,0,30,RN_ROAD_00029,RN_NODE_00307,RN_NODE_00306,0,RN_ROAD_00029,RN_ROAD_00029,tertiary,['Panmla road'],165.88450329250958,road_line_intersected_raster_cells_all_touched,mapped,6,0.0117483278736472,0.0054570421440682,0.0107770664617419,0.8333333333333334,0.0,0.0,0.0,minimal,0,prototype_depth_band_v1,1,passable,prototype_passability_v1
000_030,0,30,RN_ROAD_00104,RN_NODE_00307,RN_NODE_00398,0,RN_ROAD_00104,RN_ROAD_00104,primary,['Sinhagad Road'],310.8681955303079,road_line_intersected_raster_cells_all_touched,mapped,14,0.0337874852120876,0.0073376107279078,0.0116105346940457,1.0,0.0714285714285714,0.0,0.0,low,1,prototype_depth_band_v1,1,passable,prototype_passability_v1
000_030,0,30,RN_ROAD_00016,RN_NODE_00252,RN_NODE_00253,0,RN_ROAD_00016,RN_ROAD_00016,tertiary,,37.78957596580244,road_line_intersected_raster_cells_all_touched,mapped,3,0.0575469136238098,0.03417359230419,0.0507430098950862,1.0,1.0,0.0,0.0,low,1,prototype_depth_band_v1,1,passable,prototype_passability_v1
000_030,0,30,RN_ROAD_00032,RN_NODE_00252,RN_NODE_00224,0,RN_ROAD_00032,RN_ROAD_00032,residential,,102.18258890538436,road_line_intersected_raster_cells_all_touched,mapped,5,0.0247122161090374,0.0161890529096126,0.0234059169888496,1.0,0.4,0.0,0.0,low,1,prototype_depth_band_v1,1,passable,prototype_passability_v1
000_030,0,30,RN_ROAD_00017,RN_NODE_00253,RN_NODE_00240,0,RN_ROAD_00017,RN_ROAD_00017,residential,,56.81870591784335,road_line_intersected_raster_cells_all_touched,mapped,3,0.0235273949801921,0.0178002600247661,0.0230744764208793,1.0,0.6666666666666666,0.0,0.0,low,1,prototype_depth_band_v1,1,passable,prototype_passability_v1
000_030,0,30,RN_ROAD_00018,RN_NODE_00253,RN_NODE_00254,0,RN_ROAD_00018,RN_ROAD_00018,tertiary,,10.404856598863448,road_line_intersected_raster_cells_all_touched,mapped,1,0.0235273949801921,0.0235273949801921,0.0235273949801921,1.0,1.0,0.0,0.0,low,1,prototype_depth_band_v1,1,passable,prototype_passability_v1
000_030,0,30,RN_ROAD_00034,RN_NODE_00240,RN_NODE_00210,0,RN_ROAD_00034,RN_ROAD_00034,residential,,95.66029435012692,road_line_intersected_raster_cells_all_touched,mapped,5,0.060897272080183,0.0401179701089859,0.05695446357131,1.0,1.0,0.0,0.0,low,1,prototype_depth_band_v1,1,passable,prototype_passability_v1
000_030,0,30,RN_ROAD_00035,RN_NODE_00240,RN_NODE_00242,0,RN_ROAD_00035,RN_ROAD_00035,residential,,55.25679009630857,road_line_intersected_raster_cells_all_touched,mapped,2,0.021262802183628,0.0176669862121343,0.0205436389893293,1.0,0.5,0.0,0.0,low,1,prototype_depth_band_v1,1,passable,prototype_passability_v1
000_030,0,30,RN_ROAD_00041,RN_NODE_00254,RN_NODE_00265,0,RN_ROAD_00041,RN_ROAD_00041,residential,,37.37936461896842,road_line_intersected_raster_cells_all_touched,mapped,2,0.0255631078034639,0.024545251391828,0.0253595365211367,1.0,1.0,0.0,0.0,low,1,prototype_depth_band_v1,1,passable,prototype_passability_v1
000_030,0,30,RN_ROAD_00043,RN_NODE_00254,RN_NODE_00256,0,RN_ROAD_00043,RN_ROAD_00043,tertiary,,44.90716795876552,road_line_intersected_raster_cells_all_touched,mapped,2,0.0235273949801921,0.0138346496969461,0.0215888459235429,1.0,0.5,0.0,0.0,low,1,prototype_depth_band_v1,1,passable,prototype_passability_v1
000_030,0,30,RN_ROAD_00019,RN_NODE_00279,RN_NODE_00284,0,RN_ROAD_00019,RN_ROAD_00019,residential,,15.457018790921676,road_line_intersected_raster_cells_all_touched,mapped,1,0.003384499810636,0.003384499810636,0.003384499810636,1.0,0.0,0.0,0.0,minimal,0,prototype_depth_band_v1,1,passable,prototype_passability_v1
